_key,_from,_to,exposure
2115,persons/2627,persons/5315,DISTANT
2116,persons/5062,persons/5973,CASUAL
2117,persons/2524,persons/826,CLOSE
2118,persons/5881,persons/4748,CASUAL
2119,persons/3621,persons/4255,CLOSE
2120,persons/5263,persons/6929,DISTANT
2121,persons/9439,persons/9485,CASUAL
2122,persons/4434,persons/8860,CLOSE
2123,persons/5367,persons/1282,CLOSE
2124,persons/2991,persons/9318,CASUAL
2125,persons/1514,persons/4750,CLOSE
2126,persons/5979,persons/7473,DISTANT
2127,persons/812,persons/8253,DISTANT
2128,persons/2827,persons/6461,DISTANT
2129,persons/5166,persons/7495,CASUAL
2130,persons/8803,persons/6811,CLOSE
2131,persons/5498,persons/352,DISTANT
2132,persons/9201,persons/2586,CASUAL
2133,persons/4158,persons/5402,CASUAL
2134,persons/7602,persons/3089,CLOSE
2135,persons/7901,persons/4782,CASUAL
2136,persons/5884,persons/1770,DISTANT
2137,persons/6227,persons/7197,DISTANT
2138,persons/1617,persons/5196,CLOSE
2139,persons/6888,persons/8382,CASUAL
2140,persons/7252,persons/6545,CLOSE
2141,persons/9960,persons/9157,CASUAL
2142,persons/2268,persons/2844,CASUAL
2143,persons/548,persons/5975,CLOSE
2144,persons/7419,persons/3931,CLOSE
2145,persons/4918,persons/3308,DISTANT
2146,persons/9537,persons/4741,CLOSE
2147,persons/3245,persons/7809,DISTANT
2148,persons/3601,persons/8927,CLOSE
2149,persons/8490,persons/1163,CASUAL
2150,persons/1435,persons/1733,DISTANT
2151,persons/1811,persons/5106,DISTANT
2152,persons/9842,persons/5701,DISTANT
2153,persons/4588,persons/5178,CLOSE
2154,persons/5039,persons/2362,CASUAL
2155,persons/9409,persons/5744,DISTANT
2156,persons/6581,persons/1544,CASUAL
2157,persons/7632,persons/2033,DISTANT
2158,persons/9323,persons/5881,CASUAL
2159,persons/2444,persons/9301,DISTANT
2160,persons/9260,persons/2929,CASUAL
2161,persons/1449,persons/1474,CASUAL
2162,persons/7297,persons/1501,DISTANT
2163,persons/8815,persons/2984,CASUAL
2164,persons/5289,persons/9870,DISTANT
2165,persons/6206,persons/7861,CLOSE
2166,persons/234,persons/7203,DISTANT
2167,persons/7316,persons/6205,CLOSE
2168,persons/3992,persons/7048,CASUAL
2169,persons/3359,persons/2789,CLOSE
2170,persons/4977,persons/1969,CLOSE
2171,persons/1705,persons/8408,DISTANT
2172,persons/1515,persons/2288,DISTANT
2173,persons/5718,persons/860,DISTANT
2174,persons/5502,persons/7116,DISTANT
2175,persons/7186,persons/485,CLOSE
2176,persons/6690,persons/446,DISTANT
2177,persons/8283,persons/783,CLOSE
2178,persons/8385,persons/1734,CASUAL
2179,persons/9125,persons/6054,CLOSE
2180,persons/1937,persons/7316,CLOSE
2181,persons/1718,persons/625,CLOSE
2182,persons/3240,persons/7920,CASUAL
2183,persons/69,persons/2414,DISTANT
2184,persons/6044,persons/2206,DISTANT
2185,persons/3150,persons/8866,DISTANT
2186,persons/2271,persons/3566,CASUAL
2187,persons/4231,persons/7554,CASUAL
2188,persons/9168,persons/7906,CLOSE
2189,persons/9650,persons/3777,CASUAL
2190,persons/1454,persons/8632,CLOSE
2191,persons/3277,persons/4967,DISTANT
2192,persons/8879,persons/7608,CASUAL
2193,persons/2141,persons/2694,CASUAL
2194,persons/6001,persons/4738,DISTANT
2195,persons/9580,persons/4293,CLOSE
2196,persons/5496,persons/9508,CLOSE
2197,persons/7913,persons/6518,CASUAL
2198,persons/5957,persons/4251,CLOSE
2199,persons/7037,persons/6807,DISTANT
2200,persons/9089,persons/1112,DISTANT
2201,persons/8522,persons/9693,CLOSE
2202,persons/7121,persons/1297,CLOSE
2203,persons/4566,persons/5578,CASUAL
2204,persons/3859,persons/2590,CLOSE
2205,persons/2834,persons/1615,CASUAL
2206,persons/3412,persons/1073,CLOSE
2207,persons/4045,persons/6807,CLOSE
2208,persons/553,persons/9847,CASUAL
2209,persons/8529,persons/9412,DISTANT
2210,persons/313,persons/887,CASUAL
2211,persons/1999,persons/7840,CLOSE
2212,persons/4436,persons/1494,DISTANT
2213,persons/7280,persons/992,CASUAL
2214,persons/3663,persons/4369,CASUAL
2215,persons/8667,persons/1319,CLOSE
2216,persons/9674,persons/8165,CASUAL
2217,persons/611,persons/9670,DISTANT
2218,persons/7785,persons/5809,DISTANT
2219,persons/9696,persons/7842,DISTANT
2220,persons/9645,persons/6101,DISTANT
2221,persons/8895,persons/6792,DISTANT
2222,persons/207,persons/2284,CLOSE
2223,persons/2155,persons/4945,CASUAL
2224,persons/6875,persons/150,CASUAL
2225,persons/8962,persons/8233,DISTANT
2226,persons/2048,persons/4459,CASUAL
2227,persons/1136,persons/8381,CLOSE
2228,persons/3897,persons/1211,CLOSE
2229,persons/9798,persons/8565,CLOSE
2230,persons/1729,persons/2748,CASUAL
2231,persons/2419,persons/6148,CLOSE
2232,persons/1350,persons/2981,CLOSE
2233,persons/2643,persons/9718,CLOSE
2234,persons/3719,persons/6242,DISTANT
2235,persons/9069,persons/1200,CASUAL
2236,persons/7759,persons/5225,DISTANT
2237,persons/8128,persons/4003,CLOSE
2238,persons/2291,persons/9753,CLOSE
2239,persons/5615,persons/3574,CASUAL
2240,persons/2323,persons/9712,CLOSE
2241,persons/5153,persons/9442,CASUAL
2242,persons/3318,persons/6520,DISTANT
2243,persons/9458,persons/6963,CLOSE
2244,persons/8259,persons/3951,DISTANT
2245,persons/1763,persons/1009,DISTANT
2246,persons/357,persons/8275,DISTANT
2247,persons/600,persons/6016,DISTANT
2248,persons/7305,persons/1275,CASUAL
2249,persons/4524,persons/4722,CASUAL
2250,persons/3928,persons/9323,CASUAL
2251,persons/5799,persons/1486,CLOSE
2252,persons/3403,persons/491,CASUAL
2253,persons/1416,persons/8707,CLOSE
2254,persons/5462,persons/5739,CLOSE
2255,persons/3689,persons/2247,DISTANT
2256,persons/2600,persons/9154,CLOSE
2257,persons/9071,persons/8146,DISTANT
2258,persons/5616,persons/5438,DISTANT
2259,persons/8391,persons/9382,CASUAL
2260,persons/7356,persons/6451,CLOSE
2261,persons/4678,persons/226,CASUAL
2262,persons/6829,persons/3060,CLOSE
2263,persons/4478,persons/2739,CLOSE
2264,persons/2555,persons/6302,CASUAL
2265,persons/7728,persons/1683,CLOSE
2266,persons/2415,persons/5926,CASUAL
2267,persons/22,persons/4087,DISTANT
2268,persons/8744,persons/5735,CASUAL
2269,persons/7135,persons/948,DISTANT
2270,persons/3006,persons/7778,DISTANT
2271,persons/7395,persons/3554,DISTANT
2272,persons/763,persons/3790,CASUAL
2273,persons/914,persons/5631,CLOSE
2274,persons/7717,persons/232,CLOSE
2275,persons/2291,persons/6048,DISTANT
2276,persons/3052,persons/6,DISTANT
2277,persons/5007,persons/9108,CASUAL
2278,persons/49,persons/347,DISTANT
2279,persons/4188,persons/1373,DISTANT
2280,persons/8816,persons/6340,CLOSE
2281,persons/3490,persons/373,DISTANT
2282,persons/9153,persons/1135,DISTANT
2283,persons/6958,persons/1655,CLOSE
2284,persons/3617,persons/9100,CASUAL
2285,persons/7329,persons/7588,CLOSE
2286,persons/5047,persons/8998,CLOSE
2287,persons/8291,persons/8099,CLOSE
2288,persons/1901,persons/2268,DISTANT
2289,persons/8877,persons/7072,CLOSE
2290,persons/7851,persons/9117,CLOSE
2291,persons/4406,persons/4868,CLOSE
2292,persons/8429,persons/8945,DISTANT
2293,persons/3393,persons/5302,CASUAL
2294,persons/4189,persons/3244,DISTANT
2295,persons/5420,persons/3966,DISTANT
2296,persons/4087,persons/530,CLOSE
2297,persons/1155,persons/112,CASUAL
2298,persons/3410,persons/4586,CASUAL
2299,persons/7744,persons/2028,CLOSE
2300,persons/3803,persons/8570,CASUAL
2301,persons/8084,persons/4538,CASUAL
2302,persons/4778,persons/6095,DISTANT
2303,persons/4715,persons/1401,CASUAL
2304,persons/7305,persons/1730,CLOSE
2305,persons/9070,persons/2263,DISTANT
2306,persons/8005,persons/3351,DISTANT
2307,persons/5393,persons/7915,CASUAL
2308,persons/1652,persons/1139,CLOSE
2309,persons/4563,persons/9461,CLOSE
2310,persons/7623,persons/2641,DISTANT
2311,persons/6402,persons/531,CASUAL
2312,persons/1279,persons/1839,DISTANT
2313,persons/7256,persons/705,CASUAL
2314,persons/5486,persons/5152,DISTANT
2315,persons/1253,persons/560,CLOSE
2316,persons/8937,persons/2394,CLOSE
2317,persons/9810,persons/9021,CASUAL
2318,persons/8876,persons/3326,DISTANT
2319,persons/5218,persons/6435,CASUAL
2320,persons/5929,persons/6324,CASUAL
2321,persons/7194,persons/8784,DISTANT
2322,persons/4041,persons/6321,CASUAL
2323,persons/9078,persons/7606,CLOSE
2324,persons/1749,persons/9122,DISTANT
2325,persons/2479,persons/8684,CLOSE
2326,persons/5518,persons/5696,DISTANT
2327,persons/4971,persons/3924,CLOSE
2328,persons/3857,persons/8760,DISTANT
2329,persons/7605,persons/2476,DISTANT
2330,persons/9907,persons/1347,CASUAL
2331,persons/6937,persons/8677,CLOSE
2332,persons/297,persons/1486,CASUAL
2333,persons/4897,persons/3757,DISTANT
2334,persons/4287,persons/4115,CASUAL
2335,persons/3185,persons/2694,CASUAL
2336,persons/2527,persons/8041,DISTANT
2337,persons/6699,persons/1906,DISTANT
2338,persons/7235,persons/2460,CLOSE
2339,persons/996,persons/9525,CASUAL
2340,persons/4070,persons/6217,DISTANT
2341,persons/6667,persons/7035,CASUAL
2342,persons/9259,persons/2347,DISTANT
2343,persons/2652,persons/2765,CLOSE
2344,persons/2552,persons/6555,CLOSE
2345,persons/9895,persons/412,CASUAL
2346,persons/325,persons/6194,DISTANT
2347,persons/2958,persons/4830,CLOSE
2348,persons/8749,persons/6515,CASUAL
2349,persons/3556,persons/6707,CASUAL
2350,persons/9522,persons/9485,DISTANT
2351,persons/4656,persons/8953,DISTANT
2352,persons/599,persons/6063,CASUAL
2353,persons/1928,persons/3319,CLOSE
2354,persons/8842,persons/4952,CASUAL
2355,persons/2959,persons/2146,DISTANT
2356,persons/6763,persons/2903,CLOSE
2357,persons/1747,persons/3265,DISTANT
2358,persons/6734,persons/214,CASUAL
2359,persons/5552,persons/5714,DISTANT
2360,persons/2928,persons/6542,DISTANT
2361,persons/5923,persons/6822,DISTANT
2362,persons/3754,persons/7771,CASUAL
2363,persons/4201,persons/7799,CASUAL
2364,persons/2786,persons/7593,DISTANT
2365,persons/3788,persons/3813,DISTANT
2366,persons/5642,persons/2990,CLOSE
2367,persons/8516,persons/8718,DISTANT
2368,persons/845,persons/8330,CLOSE
2369,persons/9590,persons/6660,CASUAL
2370,persons/9048,persons/7290,CLOSE
2371,persons/6962,persons/8694,DISTANT
2372,persons/4198,persons/771,CASUAL
2373,persons/8284,persons/5869,CLOSE
2374,persons/2794,persons/6616,CLOSE
2375,persons/1854,persons/5527,CLOSE
2376,persons/5508,persons/5839,CASUAL
2377,persons/1978,persons/6444,CLOSE
2378,persons/9570,persons/4861,CASUAL
2379,persons/658,persons/7461,DISTANT
2380,persons/4239,persons/2229,DISTANT
2381,persons/7147,persons/8751,CASUAL
2382,persons/8540,persons/373,CLOSE
2383,persons/1918,persons/4371,DISTANT
2384,persons/8528,persons/2251,CASUAL
2385,persons/3891,persons/1296,CLOSE
2386,persons/1531,persons/9634,CLOSE
2387,persons/1431,persons/265,DISTANT
2388,persons/3870,persons/5216,DISTANT
2389,persons/266,persons/9385,DISTANT
2390,persons/2841,persons/8161,CASUAL
2391,persons/7369,persons/445,CASUAL
2392,persons/3627,persons/304,DISTANT
2393,persons/7425,persons/8988,CLOSE
2394,persons/6858,persons/3833,CASUAL
2395,persons/797,persons/7871,CASUAL
2396,persons/850,persons/4688,CLOSE
2397,persons/7253,persons/1396,DISTANT
2398,persons/4013,persons/4576,DISTANT
2399,persons/1995,persons/7301,CASUAL
2400,persons/850,persons/1186,CLOSE
2401,persons/2404,persons/6989,CASUAL
2402,persons/8823,persons/5095,CLOSE
2403,persons/2176,persons/103,CASUAL
2404,persons/1366,persons/9665,DISTANT
2405,persons/765,persons/7497,CLOSE
2406,persons/2605,persons/8584,CLOSE
2407,persons/5035,persons/3051,DISTANT
2408,persons/8789,persons/9668,CASUAL
2409,persons/1944,persons/2496,DISTANT
2410,persons/3551,persons/4230,CASUAL
2411,persons/9549,persons/2612,DISTANT
2412,persons/7510,persons/9991,CLOSE
2413,persons/4646,persons/3071,DISTANT
2414,persons/7416,persons/8342,CLOSE
2415,persons/7487,persons/8012,CASUAL
2416,persons/1150,persons/3661,CASUAL
2417,persons/5453,persons/7411,CASUAL
2418,persons/7106,persons/4499,DISTANT
2419,persons/3068,persons/8724,DISTANT
2420,persons/3651,persons/8026,CASUAL
2421,persons/6006,persons/3394,DISTANT
2422,persons/350,persons/5348,DISTANT
2423,persons/943,persons/8079,CASUAL
2424,persons/4511,persons/7614,DISTANT
2425,persons/2420,persons/3978,CASUAL
2426,persons/4791,persons/3178,CASUAL
2427,persons/1281,persons/9876,CLOSE
2428,persons/9358,persons/6931,CASUAL
2429,persons/7529,persons/9771,CASUAL
2430,persons/6377,persons/3609,CASUAL
2431,persons/8123,persons/6484,DISTANT
2432,persons/4836,persons/5323,CLOSE
2433,persons/638,persons/9501,CASUAL
2434,persons/9086,persons/9613,CLOSE
2435,persons/437,persons/7280,CLOSE
2436,persons/8645,persons/7508,CASUAL
2437,persons/1237,persons/8076,DISTANT
2438,persons/2074,persons/8781,CLOSE
2439,persons/6589,persons/3590,CLOSE
2440,persons/8129,persons/3077,CASUAL
2441,persons/2215,persons/7769,DISTANT
2442,persons/2379,persons/3815,CASUAL
2443,persons/2458,persons/4977,DISTANT
2444,persons/3990,persons/4095,DISTANT
2445,persons/1122,persons/4251,CASUAL
2446,persons/9464,persons/7154,CLOSE
2447,persons/3772,persons/9591,CASUAL
2448,persons/4299,persons/7017,CASUAL
2449,persons/506,persons/7772,DISTANT
2450,persons/2012,persons/871,CASUAL
2451,persons/267,persons/9866,CASUAL
2452,persons/2043,persons/2476,DISTANT
2453,persons/1614,persons/885,CLOSE
2454,persons/1539,persons/6965,CASUAL
2455,persons/2417,persons/8592,CASUAL
2456,persons/7633,persons/9308,CASUAL
2457,persons/7858,persons/1136,DISTANT
2458,persons/6993,persons/1541,CASUAL
2459,persons/528,persons/9876,DISTANT
2460,persons/7113,persons/410,CLOSE
2461,persons/2145,persons/8011,DISTANT
2462,persons/4114,persons/7045,DISTANT
2463,persons/7081,persons/6561,CLOSE
2464,persons/3305,persons/5533,DISTANT
2465,persons/3029,persons/4420,CASUAL
2466,persons/6339,persons/4875,DISTANT
2467,persons/3186,persons/586,DISTANT
2468,persons/1918,persons/7587,CASUAL
2469,persons/6736,persons/6914,CLOSE
2470,persons/7421,persons/1318,CASUAL
2471,persons/3130,persons/409,CLOSE
2472,persons/7986,persons/853,DISTANT
2473,persons/7558,persons/9939,CASUAL
2474,persons/721,persons/2795,CLOSE
2475,persons/7220,persons/8689,CLOSE
2476,persons/7862,persons/9771,CASUAL
2477,persons/7595,persons/3377,CASUAL
2478,persons/496,persons/140,CASUAL
2479,persons/2834,persons/9559,CASUAL
2480,persons/4515,persons/9991,CASUAL
2481,persons/585,persons/5720,CLOSE
2482,persons/573,persons/5004,DISTANT
2483,persons/8531,persons/9317,CASUAL
2484,persons/1617,persons/6078,DISTANT
2485,persons/8519,persons/8301,CLOSE
2486,persons/9519,persons/3203,CLOSE
2487,persons/6646,persons/3157,CLOSE
2488,persons/6084,persons/6589,DISTANT
2489,persons/5,persons/370,CASUAL
2490,persons/6282,persons/6554,CASUAL
2491,persons/40,persons/5210,CLOSE
2492,persons/9840,persons/2482,CLOSE
2493,persons/8851,persons/7005,DISTANT
2494,persons/3774,persons/3720,CASUAL
2495,persons/459,persons/8327,CASUAL
2496,persons/6028,persons/8896,DISTANT
2497,persons/7936,persons/9052,CLOSE
2498,persons/488,persons/7448,DISTANT
2499,persons/4950,persons/8179,DISTANT
2500,persons/4676,persons/6319,DISTANT
2501,persons/3752,persons/5643,CASUAL
2502,persons/1624,persons/1407,CLOSE
2503,persons/6012,persons/2834,CASUAL
2504,persons/539,persons/7171,DISTANT
2505,persons/2826,persons/8082,CASUAL
2506,persons/2849,persons/8089,DISTANT
2507,persons/9614,persons/1742,DISTANT
2508,persons/7666,persons/955,CASUAL
2509,persons/8772,persons/7962,DISTANT
2510,persons/50,persons/252,CLOSE
2511,persons/731,persons/2098,CASUAL
2512,persons/6365,persons/5734,CASUAL
2513,persons/8134,persons/1271,CLOSE
2514,persons/7282,persons/4761,CLOSE
2515,persons/3010,persons/2481,CLOSE
2516,persons/6120,persons/2632,CASUAL
2517,persons/7330,persons/1972,DISTANT
2518,persons/6001,persons/2624,DISTANT
2519,persons/5397,persons/6686,DISTANT
2520,persons/6865,persons/5696,CLOSE
2521,persons/2512,persons/627,DISTANT
2522,persons/5639,persons/1445,DISTANT
2523,persons/6655,persons/9573,CASUAL
2524,persons/8189,persons/3473,DISTANT
2525,persons/9036,persons/6368,DISTANT
2526,persons/8664,persons/5545,DISTANT
2527,persons/9407,persons/8441,CLOSE
2528,persons/5579,persons/5556,CLOSE
2529,persons/3789,persons/7252,CASUAL
2530,persons/450,persons/9621,CLOSE
2531,persons/8186,persons/4465,DISTANT
2532,persons/6406,persons/5444,DISTANT
2533,persons/9448,persons/7649,DISTANT
2534,persons/414,persons/1809,DISTANT
2535,persons/167,persons/1155,CLOSE
2536,persons/5310,persons/4584,CLOSE
2537,persons/3155,persons/4572,CASUAL
2538,persons/7476,persons/8599,CLOSE
2539,persons/1318,persons/3046,DISTANT
2540,persons/378,persons/4418,CLOSE
2541,persons/3622,persons/9153,CLOSE
2542,persons/8808,persons/9724,DISTANT
2543,persons/1268,persons/4573,DISTANT
2544,persons/9908,persons/4044,CLOSE
2545,persons/6975,persons/681,DISTANT
2546,persons/4498,persons/5767,CLOSE
2547,persons/2600,persons/6579,CASUAL
2548,persons/7430,persons/1047,CLOSE
2549,persons/9679,persons/1225,CASUAL
2550,persons/518,persons/4216,CLOSE
2551,persons/9978,persons/5368,CLOSE
2552,persons/9311,persons/44,DISTANT
2553,persons/361,persons/9287,CASUAL
2554,persons/5758,persons/8448,CLOSE
2555,persons/8105,persons/2845,CLOSE
2556,persons/5954,persons/9218,DISTANT
2557,persons/4918,persons/9235,DISTANT
2558,persons/3990,persons/4943,DISTANT
2559,persons/7524,persons/1674,CASUAL
2560,persons/725,persons/4568,CASUAL
2561,persons/9929,persons/5508,DISTANT
2562,persons/4932,persons/7762,DISTANT
2563,persons/3492,persons/1617,CASUAL
2564,persons/8632,persons/2257,CASUAL
2565,persons/6555,persons/425,DISTANT
2566,persons/807,persons/6774,DISTANT
2567,persons/5477,persons/3641,CASUAL
2568,persons/3344,persons/3989,DISTANT
2569,persons/8866,persons/7333,DISTANT
2570,persons/6007,persons/1502,DISTANT
2571,persons/2165,persons/1541,DISTANT
2572,persons/239,persons/5498,CLOSE
2573,persons/1569,persons/1941,CLOSE
2574,persons/6012,persons/5558,DISTANT
2575,persons/4571,persons/9426,DISTANT
2576,persons/2736,persons/1018,CLOSE
2577,persons/4841,persons/7809,CLOSE
2578,persons/1538,persons/4886,CASUAL
2579,persons/5205,persons/9299,DISTANT
2580,persons/1508,persons/3711,CLOSE
2581,persons/8660,persons/9368,CASUAL
2582,persons/6650,persons/6597,CLOSE
2583,persons/8584,persons/7940,DISTANT
2584,persons/6546,persons/5994,CLOSE
2585,persons/5801,persons/2712,CLOSE
2586,persons/2595,persons/1211,CLOSE
2587,persons/5289,persons/6905,CLOSE
2588,persons/5302,persons/6074,DISTANT
2589,persons/5341,persons/9803,CASUAL
2590,persons/6895,persons/5043,DISTANT
2591,persons/9420,persons/3202,CLOSE
2592,persons/7643,persons/9144,CLOSE
2593,persons/8233,persons/8756,CASUAL
2594,persons/924,persons/7047,CASUAL
2595,persons/4956,persons/4330,DISTANT
2596,persons/3919,persons/2183,CLOSE
2597,persons/7454,persons/4185,CLOSE
2598,persons/2064,persons/9249,DISTANT
2599,persons/7144,persons/3812,CASUAL
2600,persons/8508,persons/2472,CLOSE
2601,persons/7118,persons/4670,CLOSE
2602,persons/7739,persons/9979,CASUAL
2603,persons/7864,persons/6482,DISTANT
2604,persons/2963,persons/7835,DISTANT
2605,persons/6781,persons/5245,DISTANT
2606,persons/8766,persons/5926,CASUAL
2607,persons/2935,persons/3267,DISTANT
2608,persons/6762,persons/9650,CLOSE
2609,persons/3534,persons/777,CASUAL
2610,persons/6659,persons/5990,CLOSE
2611,persons/4376,persons/8479,DISTANT
2612,persons/7529,persons/4408,CLOSE
2613,persons/1292,persons/6498,CLOSE
2614,persons/9086,persons/1496,CLOSE
2615,persons/9630,persons/953,CLOSE
2616,persons/8218,persons/5729,DISTANT
2617,persons/5790,persons/1792,DISTANT
2618,persons/8759,persons/5770,DISTANT
2619,persons/4195,persons/5679,DISTANT
2620,persons/8947,persons/3088,DISTANT
2621,persons/4107,persons/5603,CASUAL
2622,persons/7906,persons/6672,CLOSE
2623,persons/291,persons/7523,DISTANT
2624,persons/5411,persons/8552,DISTANT
2625,persons/7999,persons/4689,CASUAL
2626,persons/9931,persons/7706,DISTANT
2627,persons/2350,persons/3325,DISTANT
2628,persons/5175,persons/7540,CLOSE
2629,persons/1989,persons/1180,CLOSE
2630,persons/2433,persons/5590,CLOSE
2631,persons/225,persons/7869,DISTANT
2632,persons/7709,persons/3633,DISTANT
2633,persons/5824,persons/4842,DISTANT
2634,persons/5514,persons/6052,CLOSE
2635,persons/3530,persons/2862,CLOSE
2636,persons/3678,persons/6713,CLOSE
2637,persons/2294,persons/1703,DISTANT
2638,persons/2254,persons/6779,CASUAL
2639,persons/8329,persons/7895,CASUAL
2640,persons/2937,persons/5752,DISTANT
2641,persons/4888,persons/2294,CASUAL
2642,persons/8386,persons/5950,CLOSE
2643,persons/2947,persons/2379,DISTANT
2644,persons/7360,persons/6068,DISTANT
2645,persons/8064,persons/9712,CASUAL
2646,persons/3034,persons/2733,CLOSE
2647,persons/4339,persons/9747,CASUAL
2648,persons/2188,persons/3908,CLOSE
2649,persons/2471,persons/468,DISTANT
2650,persons/4654,persons/4410,CLOSE
2651,persons/5743,persons/5650,CLOSE
2652,persons/8383,persons/5043,DISTANT
2653,persons/9284,persons/6604,CLOSE
2654,persons/2246,persons/41,DISTANT
2655,persons/8643,persons/5618,DISTANT
2656,persons/9675,persons/2817,DISTANT
2657,persons/5742,persons/5633,CLOSE
2658,persons/1329,persons/9944,DISTANT
2659,persons/8321,persons/3295,DISTANT
2660,persons/9363,persons/5962,DISTANT
2661,persons/6837,persons/7002,DISTANT
2662,persons/9686,persons/6775,CLOSE
2663,persons/4381,persons/4568,CASUAL
2664,persons/156,persons/6463,CASUAL
2665,persons/83,persons/5420,CASUAL
2666,persons/6032,persons/6333,CLOSE
2667,persons/8288,persons/614,CASUAL
2668,persons/8682,persons/755,CASUAL
2669,persons/3184,persons/7609,CLOSE
2670,persons/8818,persons/3964,CASUAL
2671,persons/1813,persons/8677,CLOSE
2672,persons/5606,persons/6077,DISTANT
2673,persons/6157,persons/3673,DISTANT
2674,persons/5292,persons/1905,DISTANT
2675,persons/9493,persons/5813,DISTANT
2676,persons/979,persons/2948,DISTANT
2677,persons/1320,persons/7658,CASUAL
2678,persons/4773,persons/9350,DISTANT
2679,persons/1266,persons/9447,CLOSE
2680,persons/2155,persons/3140,DISTANT
2681,persons/5243,persons/658,DISTANT
2682,persons/4624,persons/1576,DISTANT
2683,persons/4820,persons/7328,CASUAL
2684,persons/973,persons/5491,CLOSE
2685,persons/9664,persons/5246,DISTANT
2686,persons/5587,persons/5598,CASUAL
2687,persons/2213,persons/7536,CASUAL
2688,persons/2333,persons/2381,CASUAL
2689,persons/6612,persons/5162,CASUAL
2690,persons/8345,persons/9090,CLOSE
2691,persons/8082,persons/7284,DISTANT
2692,persons/7010,persons/1733,CLOSE
2693,persons/6463,persons/9666,CLOSE
2694,persons/6869,persons/8108,CLOSE
2695,persons/6882,persons/2699,CASUAL
2696,persons/2478,persons/5617,CLOSE
2697,persons/3026,persons/1025,CASUAL
2698,persons/3393,persons/108,DISTANT
2699,persons/7390,persons/2650,CLOSE
2700,persons/9826,persons/1707,DISTANT
2701,persons/143,persons/1455,CASUAL
2702,persons/8903,persons/775,DISTANT
2703,persons/961,persons/5457,DISTANT
2704,persons/8354,persons/7442,CLOSE
2705,persons/8913,persons/9695,CASUAL
2706,persons/970,persons/2607,CLOSE
2707,persons/2877,persons/6258,CASUAL
2708,persons/5706,persons/8301,CASUAL
2709,persons/3070,persons/7188,CLOSE
2710,persons/5054,persons/4432,CASUAL
2711,persons/6897,persons/3776,CLOSE
2712,persons/5517,persons/9286,DISTANT
2713,persons/2514,persons/148,CLOSE
2714,persons/9755,persons/3580,CLOSE
2715,persons/7158,persons/1879,DISTANT
2716,persons/9359,persons/2727,DISTANT
2717,persons/2545,persons/3601,CLOSE
2718,persons/6830,persons/1397,DISTANT
2719,persons/2024,persons/1573,CASUAL
2720,persons/9171,persons/9380,CASUAL
2721,persons/6034,persons/7578,DISTANT
2722,persons/2683,persons/8422,CASUAL
2723,persons/2982,persons/1591,DISTANT
2724,persons/7201,persons/8175,CLOSE
2725,persons/2920,persons/7690,CASUAL
2726,persons/3264,persons/7498,CLOSE
2727,persons/7640,persons/3431,DISTANT
2728,persons/7833,persons/4206,CLOSE
2729,persons/2547,persons/3398,CLOSE
2730,persons/3274,persons/6620,DISTANT
2731,persons/5654,persons/8407,CLOSE
2732,persons/2716,persons/6561,CASUAL
2733,persons/7193,persons/2625,CASUAL
2734,persons/2390,persons/1741,DISTANT
2735,persons/8437,persons/8568,DISTANT
2736,persons/5784,persons/632,DISTANT
2737,persons/788,persons/2983,CLOSE
2738,persons/8309,persons/1078,CLOSE
2739,persons/3028,persons/7861,DISTANT
2740,persons/5314,persons/5802,CLOSE
2741,persons/184,persons/1067,DISTANT
2742,persons/5490,persons/3323,DISTANT
2743,persons/1073,persons/4662,CASUAL
2744,persons/6080,persons/9374,CLOSE
2745,persons/4940,persons/2386,CLOSE
2746,persons/7857,persons/3926,CLOSE
2747,persons/1600,persons/3744,CASUAL
2748,persons/2337,persons/3098,CLOSE
2749,persons/4708,persons/8426,DISTANT
2750,persons/3720,persons/7529,CASUAL
2751,persons/5055,persons/1636,CASUAL
2752,persons/6002,persons/9086,DISTANT
2753,persons/1130,persons/9187,CASUAL
2754,persons/0,persons/8413,DISTANT
2755,persons/6703,persons/5455,CLOSE
2756,persons/5874,persons/4092,CASUAL
2757,persons/7369,persons/8687,CASUAL
2758,persons/1360,persons/696,DISTANT
2759,persons/8446,persons/6234,CLOSE
2760,persons/6284,persons/9377,CASUAL
2761,persons/1941,persons/3239,DISTANT
2762,persons/3477,persons/6625,CASUAL
2763,persons/4969,persons/6045,CASUAL
2764,persons/6389,persons/6604,DISTANT
2765,persons/2763,persons/2134,CASUAL
2766,persons/9698,persons/4118,CASUAL
2767,persons/4856,persons/9515,DISTANT
2768,persons/4464,persons/930,CASUAL
2769,persons/4635,persons/1864,CASUAL
2770,persons/6498,persons/3833,CLOSE
2771,persons/3940,persons/3487,CASUAL
2772,persons/9375,persons/2912,CASUAL
2773,persons/9959,persons/4623,DISTANT
2774,persons/8007,persons/205,DISTANT
2775,persons/1277,persons/7107,CLOSE
2776,persons/1992,persons/4427,CASUAL
2777,persons/3961,persons/5405,DISTANT
2778,persons/6888,persons/8218,CASUAL
2779,persons/5171,persons/5663,CASUAL
2780,persons/8296,persons/9613,CASUAL
2781,persons/5709,persons/1589,CLOSE
2782,persons/1094,persons/7937,CLOSE
2783,persons/2699,persons/7546,CLOSE
2784,persons/2971,persons/8314,DISTANT
2785,persons/5243,persons/6194,DISTANT
