_key,_from,_to,exposure
86213,persons/47190,persons/73219,CASUAL
86214,persons/61981,persons/20089,CLOSE
86215,persons/3338,persons/4487,CASUAL
86216,persons/69639,persons/58748,CLOSE
86217,persons/18660,persons/50791,CLOSE
86218,persons/84444,persons/2481,DISTANT
86219,persons/83739,persons/77697,CLOSE
86220,persons/79804,persons/88351,DISTANT
86221,persons/37237,persons/46176,DISTANT
86222,persons/88005,persons/5965,CLOSE
86223,persons/9255,persons/63514,DISTANT
86224,persons/85521,persons/57463,CLOSE
86225,persons/29648,persons/21344,DISTANT
86226,persons/48631,persons/88641,DISTANT
86227,persons/26576,persons/53508,CLOSE
86228,persons/39505,persons/66657,DISTANT
86229,persons/29125,persons/25441,CASUAL
86230,persons/92366,persons/50963,CASUAL
86231,persons/63615,persons/28312,DISTANT
86232,persons/37863,persons/88261,CASUAL
86233,persons/44227,persons/53401,CLOSE
86234,persons/24665,persons/11150,CASUAL
86235,persons/4016,persons/96468,CASUAL
86236,persons/4833,persons/95354,CASUAL
86237,persons/97425,persons/78097,DISTANT
86238,persons/24818,persons/37833,CLOSE
86239,persons/33326,persons/51272,CLOSE
86240,persons/99454,persons/95656,CASUAL
86241,persons/21240,persons/97553,CLOSE
86242,persons/61338,persons/39970,CLOSE
86243,persons/74651,persons/26906,CLOSE
86244,persons/71759,persons/96715,DISTANT
86245,persons/96918,persons/46813,DISTANT
86246,persons/89521,persons/11987,CASUAL
86247,persons/75303,persons/62379,CASUAL
86248,persons/9487,persons/8101,CASUAL
86249,persons/14411,persons/79685,CASUAL
86250,persons/20442,persons/65724,CLOSE
86251,persons/35308,persons/9442,DISTANT
86252,persons/47011,persons/47080,CASUAL
86253,persons/33926,persons/34933,DISTANT
86254,persons/74689,persons/92588,CLOSE
86255,persons/63429,persons/68049,CASUAL
86256,persons/42713,persons/18838,DISTANT
86257,persons/4383,persons/57668,CASUAL
86258,persons/92838,persons/21881,CASUAL
86259,persons/99851,persons/28077,CLOSE
86260,persons/91492,persons/26917,CASUAL
86261,persons/60891,persons/26843,CASUAL
86262,persons/2374,persons/79055,CASUAL
86263,persons/32701,persons/87863,DISTANT
86264,persons/31882,persons/43922,DISTANT
86265,persons/96337,persons/62362,CLOSE
86266,persons/81065,persons/99892,DISTANT
86267,persons/15018,persons/31767,CLOSE
86268,persons/91147,persons/86083,DISTANT
86269,persons/15287,persons/29115,DISTANT
86270,persons/97732,persons/69710,CLOSE
86271,persons/14293,persons/7088,CASUAL
86272,persons/22072,persons/21979,DISTANT
86273,persons/65590,persons/60154,CASUAL
86274,persons/15809,persons/63946,CLOSE
86275,persons/97902,persons/47227,CASUAL
86276,persons/61334,persons/41106,DISTANT
86277,persons/37895,persons/40401,DISTANT
86278,persons/98215,persons/41614,DISTANT
86279,persons/40482,persons/10307,DISTANT
86280,persons/51854,persons/48628,CASUAL
86281,persons/63268,persons/89492,DISTANT
86282,persons/13200,persons/21064,CASUAL
86283,persons/12542,persons/79365,CASUAL
86284,persons/70719,persons/46116,CLOSE
86285,persons/71222,persons/91561,CASUAL
86286,persons/54660,persons/13982,CASUAL
86287,persons/94600,persons/89774,CASUAL
86288,persons/98970,persons/64927,CASUAL
86289,persons/65546,persons/6200,DISTANT
86290,persons/58906,persons/58750,CLOSE
86291,persons/9475,persons/93529,CLOSE
86292,persons/59491,persons/97508,CLOSE
86293,persons/29041,persons/69483,CASUAL
86294,persons/45703,persons/8020,DISTANT
86295,persons/92758,persons/58740,CLOSE
86296,persons/97905,persons/971,DISTANT
86297,persons/35427,persons/8343,CASUAL
86298,persons/30556,persons/93207,DISTANT
86299,persons/62090,persons/30795,DISTANT
86300,persons/88711,persons/87026,CASUAL
86301,persons/22622,persons/74989,CLOSE
86302,persons/8505,persons/43443,CLOSE
86303,persons/52519,persons/62580,DISTANT
86304,persons/31316,persons/97918,DISTANT
86305,persons/25620,persons/8382,CASUAL
86306,persons/71819,persons/15814,CLOSE
86307,persons/65467,persons/70126,CASUAL
86308,persons/78562,persons/89178,CLOSE
86309,persons/5377,persons/55793,CLOSE
86310,persons/99238,persons/32516,CASUAL
86311,persons/30878,persons/550,CLOSE
86312,persons/9347,persons/69652,CLOSE
86313,persons/31963,persons/80409,CLOSE
86314,persons/8204,persons/31413,CLOSE
86315,persons/5016,persons/32252,DISTANT
86316,persons/57937,persons/47713,CASUAL
86317,persons/76033,persons/13323,CLOSE
86318,persons/51289,persons/20654,CLOSE
86319,persons/25427,persons/8883,CLOSE
86320,persons/47212,persons/82319,DISTANT
86321,persons/33684,persons/42249,CASUAL
86322,persons/1313,persons/181,CLOSE
86323,persons/52279,persons/1795,DISTANT
86324,persons/30490,persons/72814,CASUAL
86325,persons/97828,persons/61496,CASUAL
86326,persons/11976,persons/28791,CASUAL
86327,persons/72131,persons/84826,CLOSE
86328,persons/90221,persons/54880,CLOSE
86329,persons/47194,persons/30236,DISTANT
86330,persons/12931,persons/60770,CASUAL
86331,persons/46300,persons/74480,CLOSE
86332,persons/65280,persons/62225,DISTANT
86333,persons/85660,persons/80329,DISTANT
86334,persons/83300,persons/40107,DISTANT
86335,persons/42695,persons/42799,CLOSE
86336,persons/10151,persons/98126,DISTANT
86337,persons/23244,persons/35116,DISTANT
86338,persons/16143,persons/87050,DISTANT
86339,persons/90133,persons/73019,CLOSE
86340,persons/60739,persons/63922,DISTANT
86341,persons/77959,persons/41492,CLOSE
86342,persons/27790,persons/60809,CASUAL
86343,persons/20334,persons/742,DISTANT
86344,persons/4132,persons/66995,CLOSE
86345,persons/87619,persons/17356,CLOSE
86346,persons/56885,persons/36158,CASUAL
86347,persons/48968,persons/30448,CASUAL
86348,persons/67066,persons/9285,CLOSE
86349,persons/8346,persons/97437,CASUAL
86350,persons/14631,persons/58237,DISTANT
86351,persons/77766,persons/37623,DISTANT
86352,persons/50759,persons/49008,CLOSE
86353,persons/34967,persons/78931,CASUAL
86354,persons/25970,persons/50547,CLOSE
86355,persons/93332,persons/20324,CASUAL
86356,persons/5024,persons/27728,CLOSE
86357,persons/15552,persons/24932,CLOSE
86358,persons/52300,persons/5536,DISTANT
86359,persons/74937,persons/34009,CLOSE
86360,persons/1533,persons/37511,CLOSE
86361,persons/69993,persons/99397,CLOSE
86362,persons/29556,persons/65409,CLOSE
86363,persons/50319,persons/80806,CLOSE
86364,persons/40611,persons/79471,CASUAL
86365,persons/55144,persons/18505,CASUAL
86366,persons/8446,persons/37237,DISTANT
86367,persons/67027,persons/14503,CASUAL
86368,persons/49693,persons/94260,CLOSE
86369,persons/68033,persons/38421,DISTANT
86370,persons/66092,persons/63284,CASUAL
86371,persons/82172,persons/19991,CLOSE
86372,persons/58445,persons/56582,CLOSE
86373,persons/54033,persons/61436,DISTANT
86374,persons/35255,persons/53255,CLOSE
86375,persons/37852,persons/25479,DISTANT
86376,persons/3714,persons/90784,CASUAL
86377,persons/71962,persons/83448,CASUAL
86378,persons/3828,persons/7242,DISTANT
86379,persons/60314,persons/40523,DISTANT
86380,persons/19652,persons/88210,CASUAL
86381,persons/79490,persons/25543,CASUAL
86382,persons/90805,persons/43074,CLOSE
86383,persons/98923,persons/8257,CLOSE
86384,persons/66344,persons/37331,CLOSE
86385,persons/80620,persons/72858,DISTANT
86386,persons/84864,persons/90210,DISTANT
86387,persons/96114,persons/1924,CASUAL
86388,persons/34257,persons/88137,CLOSE
86389,persons/26364,persons/83120,DISTANT
86390,persons/55073,persons/17172,CLOSE
86391,persons/66161,persons/15943,CLOSE
86392,persons/84124,persons/27653,CASUAL
86393,persons/659,persons/81321,DISTANT
86394,persons/76156,persons/22078,DISTANT
86395,persons/96600,persons/91372,DISTANT
86396,persons/11419,persons/56618,CASUAL
86397,persons/75705,persons/52666,CLOSE
86398,persons/98383,persons/23181,CLOSE
86399,persons/85346,persons/13634,CASUAL
86400,persons/67473,persons/28009,DISTANT
86401,persons/67696,persons/93126,CASUAL
86402,persons/5657,persons/41228,DISTANT
86403,persons/31905,persons/7878,CASUAL
86404,persons/4360,persons/59931,CASUAL
86405,persons/99752,persons/55802,CASUAL
86406,persons/64768,persons/9755,CLOSE
86407,persons/5336,persons/24580,DISTANT
86408,persons/53662,persons/73228,CASUAL
86409,persons/75991,persons/30071,DISTANT
86410,persons/30153,persons/31908,DISTANT
86411,persons/43299,persons/44079,DISTANT
86412,persons/8043,persons/33737,DISTANT
86413,persons/33676,persons/84314,CLOSE
86414,persons/66135,persons/25997,CASUAL
86415,persons/20161,persons/73415,CASUAL
86416,persons/66612,persons/30331,CASUAL
86417,persons/89106,persons/64361,CLOSE
86418,persons/44452,persons/76173,DISTANT
86419,persons/88066,persons/79203,CASUAL
86420,persons/51121,persons/31195,CLOSE
86421,persons/91696,persons/48483,DISTANT
86422,persons/6201,persons/96136,DISTANT
86423,persons/84279,persons/41141,CASUAL
86424,persons/36633,persons/40063,CASUAL
86425,persons/26104,persons/279,CASUAL
86426,persons/59749,persons/67945,DISTANT
86427,persons/92893,persons/96173,DISTANT
86428,persons/29147,persons/45728,CLOSE
86429,persons/59761,persons/65005,DISTANT
86430,persons/77554,persons/66600,CLOSE
86431,persons/13535,persons/41438,CLOSE
86432,persons/78473,persons/20939,CASUAL
86433,persons/45609,persons/15753,CASUAL
86434,persons/70738,persons/15749,CLOSE
86435,persons/14016,persons/98613,CLOSE
86436,persons/65672,persons/91098,DISTANT
86437,persons/30445,persons/53639,CLOSE
86438,persons/55656,persons/13589,CASUAL
86439,persons/33126,persons/61488,DISTANT
86440,persons/48300,persons/44425,CASUAL
86441,persons/4850,persons/71692,DISTANT
86442,persons/83018,persons/75477,CLOSE
86443,persons/98535,persons/9865,CLOSE
86444,persons/19570,persons/46111,CASUAL
86445,persons/52616,persons/2798,DISTANT
86446,persons/49493,persons/97649,CLOSE
86447,persons/78875,persons/91813,DISTANT
86448,persons/95576,persons/57778,DISTANT
86449,persons/12879,persons/99602,CLOSE
86450,persons/57056,persons/95106,CASUAL
86451,persons/46484,persons/34473,DISTANT
86452,persons/77047,persons/39968,CASUAL
86453,persons/80555,persons/8040,CASUAL
86454,persons/45947,persons/47334,CASUAL
86455,persons/4344,persons/89657,CASUAL
86456,persons/76831,persons/20794,DISTANT
86457,persons/29785,persons/29809,DISTANT
86458,persons/49717,persons/81479,CLOSE
86459,persons/35290,persons/63633,DISTANT
86460,persons/14405,persons/29331,DISTANT
86461,persons/64485,persons/2235,DISTANT
86462,persons/79931,persons/85379,DISTANT
86463,persons/94690,persons/40681,CLOSE
86464,persons/31937,persons/62540,CLOSE
86465,persons/57758,persons/61776,CASUAL
86466,persons/2338,persons/28767,DISTANT
86467,persons/75507,persons/52263,CLOSE
86468,persons/26688,persons/32293,DISTANT
86469,persons/12261,persons/90417,DISTANT
86470,persons/38144,persons/60612,DISTANT
86471,persons/9189,persons/56117,CLOSE
86472,persons/61864,persons/38495,CASUAL
86473,persons/49664,persons/38419,CLOSE
86474,persons/99608,persons/71000,DISTANT
86475,persons/49758,persons/26734,CASUAL
86476,persons/99767,persons/45154,CLOSE
86477,persons/64190,persons/63023,CASUAL
86478,persons/46396,persons/14969,CLOSE
86479,persons/59483,persons/73194,CASUAL
86480,persons/22933,persons/96661,DISTANT
86481,persons/21870,persons/97199,CLOSE
86482,persons/42414,persons/3215,DISTANT
86483,persons/7623,persons/65635,DISTANT
86484,persons/21179,persons/66122,CASUAL
86485,persons/67793,persons/47629,DISTANT
86486,persons/55049,persons/49775,CLOSE
86487,persons/43732,persons/74283,CASUAL
86488,persons/86784,persons/3257,CASUAL
86489,persons/77248,persons/19692,CASUAL
86490,persons/95183,persons/3458,DISTANT
86491,persons/68262,persons/46327,CLOSE
86492,persons/2723,persons/5448,CASUAL
86493,persons/57974,persons/91711,CLOSE
86494,persons/19973,persons/63816,CASUAL
86495,persons/82269,persons/19742,DISTANT
86496,persons/66437,persons/83966,CASUAL
86497,persons/48637,persons/90824,CLOSE
86498,persons/96296,persons/46177,CASUAL
86499,persons/69911,persons/37814,CASUAL
86500,persons/48633,persons/62656,CASUAL
86501,persons/10613,persons/65340,CASUAL
86502,persons/16451,persons/9070,CASUAL
86503,persons/43317,persons/1972,CLOSE
86504,persons/59475,persons/11514,CLOSE
86505,persons/62416,persons/67809,CLOSE
86506,persons/75943,persons/44585,CLOSE
86507,persons/66600,persons/47067,DISTANT
86508,persons/33702,persons/20273,DISTANT
86509,persons/437,persons/517,DISTANT
86510,persons/40768,persons/8101,CLOSE
86511,persons/27777,persons/38692,CLOSE
86512,persons/14071,persons/82358,CASUAL
86513,persons/85773,persons/20710,CASUAL
86514,persons/26773,persons/85170,CLOSE
86515,persons/29042,persons/98647,CASUAL
86516,persons/19769,persons/34441,CLOSE
86517,persons/75135,persons/37052,CLOSE
86518,persons/48960,persons/41584,CASUAL
86519,persons/68694,persons/498,CLOSE
86520,persons/327,persons/65737,CLOSE
86521,persons/90364,persons/73540,CASUAL
86522,persons/33495,persons/27672,CASUAL
86523,persons/65293,persons/85481,DISTANT
86524,persons/91836,persons/37553,CLOSE
86525,persons/28227,persons/23053,DISTANT
86526,persons/59113,persons/93829,DISTANT
86527,persons/3663,persons/72175,CASUAL
86528,persons/81417,persons/79669,CLOSE
86529,persons/36877,persons/96770,CLOSE
86530,persons/77673,persons/62673,DISTANT
86531,persons/14944,persons/29780,CASUAL
86532,persons/85073,persons/1461,CLOSE
86533,persons/61551,persons/48097,CLOSE
86534,persons/47441,persons/7006,CLOSE
86535,persons/55282,persons/485,DISTANT
86536,persons/51208,persons/16591,CASUAL
86537,persons/28424,persons/17251,CASUAL
86538,persons/52487,persons/23634,DISTANT
86539,persons/64363,persons/98506,CASUAL
86540,persons/89472,persons/99383,CLOSE
86541,persons/75390,persons/14633,CLOSE
86542,persons/49030,persons/84615,CASUAL
86543,persons/27000,persons/36069,CASUAL
86544,persons/80319,persons/63899,DISTANT
86545,persons/59362,persons/37918,DISTANT
86546,persons/92094,persons/85848,DISTANT
86547,persons/38041,persons/49097,DISTANT
86548,persons/80162,persons/81353,CLOSE
86549,persons/80825,persons/78271,CASUAL
86550,persons/56431,persons/97292,CASUAL
86551,persons/49904,persons/31003,DISTANT
86552,persons/36236,persons/88367,DISTANT
86553,persons/24923,persons/33993,CLOSE
86554,persons/90826,persons/97349,CLOSE
86555,persons/37257,persons/90579,CASUAL
86556,persons/60402,persons/1120,CASUAL
86557,persons/30018,persons/59038,CASUAL
86558,persons/21789,persons/49033,CASUAL
86559,persons/14942,persons/2477,CLOSE
86560,persons/91850,persons/5403,CLOSE
86561,persons/77016,persons/48681,CASUAL
86562,persons/61112,persons/68943,CASUAL
86563,persons/84499,persons/75640,DISTANT
86564,persons/76275,persons/83429,CASUAL
86565,persons/78940,persons/13080,CASUAL
86566,persons/92573,persons/47145,DISTANT
86567,persons/9171,persons/59786,CASUAL
86568,persons/56433,persons/24030,CASUAL
86569,persons/12898,persons/44774,CASUAL
86570,persons/16078,persons/81107,CLOSE
86571,persons/64663,persons/71446,DISTANT
86572,persons/47780,persons/36074,CLOSE
86573,persons/76632,persons/63295,CLOSE
86574,persons/16358,persons/11554,CASUAL
86575,persons/17188,persons/97596,CASUAL
86576,persons/76031,persons/46880,CLOSE
86577,persons/45691,persons/48375,CLOSE
86578,persons/90644,persons/40717,DISTANT
86579,persons/54642,persons/9287,CLOSE
86580,persons/9854,persons/56973,DISTANT
86581,persons/72020,persons/18119,CLOSE
86582,persons/69857,persons/5872,CLOSE
86583,persons/48420,persons/99132,DISTANT
86584,persons/87004,persons/47050,DISTANT
86585,persons/37383,persons/3669,CLOSE
86586,persons/11536,persons/57659,DISTANT
86587,persons/79689,persons/68215,DISTANT
86588,persons/7647,persons/95277,CASUAL
86589,persons/1317,persons/45282,CLOSE
86590,persons/34858,persons/9953,CLOSE
86591,persons/78477,persons/95195,CASUAL
86592,persons/36253,persons/4629,CLOSE
86593,persons/50972,persons/98140,CLOSE
86594,persons/80106,persons/38792,CLOSE
86595,persons/49536,persons/84226,DISTANT
86596,persons/37475,persons/20732,DISTANT
86597,persons/60718,persons/91235,CLOSE
86598,persons/76357,persons/44660,DISTANT
86599,persons/61073,persons/63673,DISTANT
86600,persons/94373,persons/66082,CLOSE
86601,persons/19367,persons/62148,CLOSE
86602,persons/53530,persons/82189,CLOSE
86603,persons/89952,persons/29446,CLOSE
86604,persons/69161,persons/16333,CASUAL
86605,persons/42231,persons/69518,CLOSE
86606,persons/49302,persons/26781,CASUAL
86607,persons/32558,persons/59734,DISTANT
86608,persons/78378,persons/97032,CLOSE
86609,persons/50809,persons/58139,CASUAL
86610,persons/21141,persons/20473,CLOSE
86611,persons/44014,persons/97385,CASUAL
86612,persons/74059,persons/43548,CLOSE
86613,persons/52216,persons/71239,CLOSE
86614,persons/71185,persons/14825,CLOSE
86615,persons/9870,persons/17927,CASUAL
86616,persons/27696,persons/76961,CASUAL
86617,persons/47123,persons/73421,CASUAL
86618,persons/7764,persons/11249,DISTANT
86619,persons/90579,persons/54556,DISTANT
86620,persons/21951,persons/1929,CLOSE
86621,persons/72102,persons/49685,CASUAL
86622,persons/9528,persons/25710,DISTANT
86623,persons/91708,persons/11459,DISTANT
86624,persons/41702,persons/16359,DISTANT
86625,persons/13214,persons/39121,CASUAL
86626,persons/86853,persons/77022,DISTANT
86627,persons/68903,persons/81773,CLOSE
86628,persons/19113,persons/98289,CASUAL
86629,persons/7644,persons/94004,DISTANT
86630,persons/62054,persons/9388,CASUAL
86631,persons/62748,persons/55985,CASUAL
86632,persons/66588,persons/76604,CLOSE
86633,persons/25148,persons/23634,DISTANT
86634,persons/39754,persons/60706,CLOSE
86635,persons/65260,persons/12281,CASUAL
86636,persons/66006,persons/49195,CLOSE
86637,persons/28664,persons/19069,DISTANT
86638,persons/40806,persons/51526,CLOSE
86639,persons/68729,persons/97576,CASUAL
86640,persons/92881,persons/40851,CLOSE
86641,persons/6748,persons/98548,CASUAL
86642,persons/48623,persons/48894,CLOSE
86643,persons/47181,persons/63316,DISTANT
86644,persons/41385,persons/99451,CLOSE
86645,persons/35586,persons/85104,CASUAL
86646,persons/88212,persons/15045,DISTANT
86647,persons/78928,persons/69531,CASUAL
86648,persons/745,persons/31459,CASUAL
86649,persons/70783,persons/94339,CASUAL
86650,persons/36417,persons/87879,CLOSE
86651,persons/898,persons/50687,CASUAL
86652,persons/68596,persons/4359,CASUAL
86653,persons/88575,persons/4010,DISTANT
86654,persons/2316,persons/38904,CASUAL
86655,persons/39506,persons/93394,DISTANT
86656,persons/98916,persons/16865,CLOSE
86657,persons/21852,persons/4539,CLOSE
86658,persons/14262,persons/94317,CASUAL
86659,persons/26637,persons/80097,CLOSE
86660,persons/44785,persons/20701,DISTANT
86661,persons/60208,persons/9512,DISTANT
86662,persons/35942,persons/81484,CASUAL
86663,persons/55320,persons/94709,DISTANT
86664,persons/54726,persons/92923,CASUAL
86665,persons/56866,persons/39140,CLOSE
86666,persons/87352,persons/89572,DISTANT
86667,persons/86454,persons/23082,CLOSE
86668,persons/92859,persons/59704,CLOSE
86669,persons/49491,persons/998,CLOSE
86670,persons/29090,persons/96129,DISTANT
86671,persons/89265,persons/54806,DISTANT
86672,persons/32710,persons/96135,CASUAL
86673,persons/87577,persons/76497,CASUAL
86674,persons/18853,persons/57583,CLOSE
86675,persons/3572,persons/27985,CASUAL
86676,persons/36230,persons/60442,CASUAL
86677,persons/10499,persons/55750,CLOSE
86678,persons/88878,persons/56425,CASUAL
86679,persons/99830,persons/10414,DISTANT
86680,persons/77628,persons/2609,CLOSE
86681,persons/79187,persons/7975,DISTANT
86682,persons/99618,persons/52104,DISTANT
86683,persons/78456,persons/1727,CASUAL
86684,persons/63271,persons/52679,CASUAL
86685,persons/26114,persons/96673,DISTANT
86686,persons/94455,persons/75812,DISTANT
86687,persons/90522,persons/32823,DISTANT
86688,persons/15067,persons/95517,CLOSE
86689,persons/34776,persons/13991,DISTANT
86690,persons/27221,persons/84434,CASUAL
86691,persons/84351,persons/32938,CASUAL
86692,persons/5922,persons/51890,CASUAL
86693,persons/37639,persons/79462,CLOSE
86694,persons/42608,persons/88558,CASUAL
86695,persons/1694,persons/53632,DISTANT
86696,persons/75232,persons/72112,CASUAL
86697,persons/88510,persons/57872,CLOSE
86698,persons/57865,persons/20698,CLOSE
86699,persons/74529,persons/16128,CLOSE
86700,persons/64593,persons/70571,CLOSE
86701,persons/66201,persons/92513,CASUAL
86702,persons/31725,persons/13637,DISTANT
86703,persons/85896,persons/1181,CLOSE
86704,persons/51567,persons/83967,DISTANT
86705,persons/10600,persons/30250,DISTANT
86706,persons/87157,persons/63411,CLOSE
86707,persons/31655,persons/10299,CLOSE
86708,persons/51353,persons/79038,CASUAL
86709,persons/68408,persons/2702,DISTANT
86710,persons/79647,persons/16971,CASUAL
86711,persons/34899,persons/72118,CLOSE
86712,persons/12816,persons/25386,DISTANT
86713,persons/91554,persons/94802,CASUAL
86714,persons/21739,persons/43593,CASUAL
86715,persons/65860,persons/99205,DISTANT
86716,persons/41747,persons/49720,CASUAL
86717,persons/58680,persons/5366,CLOSE
86718,persons/75818,persons/43948,DISTANT
86719,persons/94428,persons/60114,CLOSE
86720,persons/37195,persons/98674,DISTANT
86721,persons/33745,persons/19571,DISTANT
86722,persons/40880,persons/32935,CLOSE
86723,persons/66477,persons/1936,DISTANT
86724,persons/35227,persons/69067,CLOSE
86725,persons/4664,persons/30038,CASUAL
86726,persons/29216,persons/1929,CASUAL
86727,persons/48225,persons/10235,DISTANT
86728,persons/5644,persons/99646,CLOSE
86729,persons/79845,persons/19588,DISTANT
86730,persons/57946,persons/30037,CLOSE
86731,persons/50666,persons/84686,CLOSE
86732,persons/40726,persons/36025,CASUAL
86733,persons/96448,persons/88352,CASUAL
86734,persons/73994,persons/78322,CLOSE
86735,persons/15904,persons/47665,CASUAL
86736,persons/13032,persons/5647,DISTANT
86737,persons/99940,persons/88538,CASUAL
86738,persons/12816,persons/37241,CLOSE
86739,persons/14223,persons/90568,CLOSE
86740,persons/53073,persons/96001,CASUAL
86741,persons/81645,persons/50780,DISTANT
86742,persons/15636,persons/70387,CLOSE
86743,persons/37246,persons/90975,CASUAL
86744,persons/46307,persons/52237,CLOSE
86745,persons/81860,persons/28595,CLOSE
86746,persons/64271,persons/41312,CLOSE
86747,persons/68471,persons/47673,DISTANT
86748,persons/45583,persons/93854,CASUAL
86749,persons/27675,persons/65596,DISTANT
86750,persons/78338,persons/66980,CLOSE
86751,persons/21044,persons/80549,CASUAL
86752,persons/59223,persons/58500,DISTANT
86753,persons/15487,persons/94300,CASUAL
86754,persons/45030,persons/44422,CASUAL
86755,persons/36246,persons/15890,CLOSE
86756,persons/21892,persons/40485,CASUAL
86757,persons/84974,persons/90995,CASUAL
86758,persons/75922,persons/69123,CASUAL
86759,persons/92133,persons/29936,CLOSE
86760,persons/52550,persons/42077,CLOSE
86761,persons/61003,persons/45150,CLOSE
86762,persons/26959,persons/35786,DISTANT
86763,persons/45193,persons/70618,CASUAL
86764,persons/19580,persons/53207,DISTANT
86765,persons/34094,persons/12823,CASUAL
86766,persons/49891,persons/96049,CLOSE
86767,persons/51379,persons/32252,CASUAL
86768,persons/60750,persons/88723,CASUAL
86769,persons/65526,persons/91850,DISTANT
86770,persons/87372,persons/75065,CASUAL
86771,persons/81631,persons/89862,CLOSE
86772,persons/99996,persons/44106,CASUAL
86773,persons/58921,persons/83771,DISTANT
86774,persons/19750,persons/98822,DISTANT
86775,persons/5596,persons/99793,CLOSE
86776,persons/31188,persons/91770,CASUAL
86777,persons/67862,persons/81778,DISTANT
86778,persons/83000,persons/62544,CASUAL
86779,persons/1165,persons/1991,CLOSE
86780,persons/58426,persons/21525,CLOSE
86781,persons/48470,persons/11248,DISTANT
86782,persons/75774,persons/62562,DISTANT
86783,persons/18458,persons/10448,DISTANT
86784,persons/45339,persons/83834,CLOSE
86785,persons/34881,persons/85963,CLOSE
86786,persons/88769,persons/61064,CASUAL
86787,persons/59690,persons/43673,CASUAL
86788,persons/49040,persons/7278,CASUAL
86789,persons/91672,persons/85571,CASUAL
86790,persons/84913,persons/24760,CASUAL
86791,persons/25695,persons/88664,DISTANT
86792,persons/75965,persons/20500,DISTANT
86793,persons/21882,persons/3986,DISTANT
86794,persons/81226,persons/10112,CASUAL
86795,persons/1048,persons/34691,DISTANT
86796,persons/87229,persons/87972,CLOSE
86797,persons/71878,persons/6356,CLOSE
86798,persons/9594,persons/58112,DISTANT
86799,persons/75517,persons/56069,DISTANT
86800,persons/11710,persons/11505,DISTANT
86801,persons/52593,persons/25485,DISTANT
86802,persons/9323,persons/99881,CASUAL
86803,persons/14397,persons/59257,DISTANT
86804,persons/23769,persons/60080,CLOSE
86805,persons/21748,persons/4814,DISTANT
86806,persons/75159,persons/80807,DISTANT
86807,persons/38636,persons/29883,DISTANT
86808,persons/45802,persons/11871,CASUAL
86809,persons/88213,persons/74372,DISTANT
86810,persons/24179,persons/49148,CLOSE
86811,persons/91183,persons/74237,DISTANT
86812,persons/68188,persons/35657,CASUAL
86813,persons/68240,persons/75323,CASUAL
86814,persons/75482,persons/4923,CASUAL
86815,persons/23779,persons/62568,DISTANT
86816,persons/18978,persons/93120,CASUAL
86817,persons/4526,persons/41936,CASUAL
86818,persons/95284,persons/33474,CASUAL
86819,persons/85699,persons/63581,CLOSE
86820,persons/10169,persons/86008,CLOSE
86821,persons/59092,persons/47104,CASUAL
86822,persons/31724,persons/66473,CASUAL
86823,persons/79482,persons/30443,CLOSE
86824,persons/41460,persons/81902,CLOSE
86825,persons/43845,persons/3537,CASUAL
86826,persons/75180,persons/71924,DISTANT
86827,persons/58153,persons/82243,CASUAL
86828,persons/4902,persons/37249,CASUAL
86829,persons/92725,persons/10614,CLOSE
86830,persons/98376,persons/97060,CLOSE
86831,persons/82703,persons/73630,CLOSE
86832,persons/92385,persons/38020,CLOSE
86833,persons/77140,persons/63963,DISTANT
86834,persons/46556,persons/11411,CASUAL
86835,persons/41654,persons/9222,DISTANT
86836,persons/1792,persons/99750,CASUAL
86837,persons/56278,persons/4598,CLOSE
86838,persons/22549,persons/87636,DISTANT
86839,persons/99600,persons/61468,DISTANT
86840,persons/13357,persons/43682,CASUAL
86841,persons/78112,persons/3412,CASUAL
86842,persons/34340,persons/16970,CASUAL
86843,persons/52571,persons/81884,CASUAL
86844,persons/67149,persons/73257,DISTANT
86845,persons/31493,persons/48671,CASUAL
86846,persons/84659,persons/98233,CLOSE
86847,persons/75860,persons/37293,DISTANT
86848,persons/66512,persons/5433,CASUAL
86849,persons/29203,persons/74101,DISTANT
86850,persons/32512,persons/29332,DISTANT
86851,persons/15871,persons/12439,CLOSE
86852,persons/42901,persons/52053,CLOSE
86853,persons/63191,persons/11207,DISTANT
86854,persons/88471,persons/23428,CLOSE
86855,persons/25165,persons/74671,DISTANT
86856,persons/73425,persons/19691,CASUAL
86857,persons/4686,persons/68272,DISTANT
86858,persons/37852,persons/21032,CLOSE
86859,persons/56748,persons/6544,CLOSE
86860,persons/39117,persons/81490,DISTANT
86861,persons/53545,persons/82493,CASUAL
86862,persons/76846,persons/83970,DISTANT
86863,persons/88806,persons/76264,CASUAL
86864,persons/94290,persons/32803,DISTANT
86865,persons/57004,persons/77360,CASUAL
86866,persons/73199,persons/99809,CASUAL
86867,persons/11238,persons/21431,DISTANT
86868,persons/14264,persons/48847,CLOSE
86869,persons/31522,persons/13108,CLOSE
86870,persons/65920,persons/65997,DISTANT
86871,persons/50441,persons/15941,CLOSE
86872,persons/30157,persons/76941,CLOSE
86873,persons/75999,persons/5356,DISTANT
86874,persons/53839,persons/75153,DISTANT
86875,persons/91185,persons/25612,CLOSE
86876,persons/79741,persons/89557,DISTANT
86877,persons/96188,persons/70350,CLOSE
86878,persons/57868,persons/83246,CASUAL
